study_name	variable_name	type	category
SHHS	educat	choices	categorical
SHHS	mstat	choices	categorical
SHHS	nsrr_ethnicity	choices	categorical
SHHS	nsrr_race	choices	categorical
SHHS	nsrr_sex	choices	categorical
SHHS	nsrr_current_smoker	choices	categorical
SHHS	nsrr_ever_smoker	choices	categorical
SHHS	smokstat_s1	choices	categorical
SHHS	smokstat_s2	choices	categorical
SHHS	ace1	choices	categorical
SHHS	aced1	choices	categorical
SHHS	anar1a1	choices	categorical
SHHS	anar1b1	choices	categorical
SHHS	anar1c1	choices	categorical
SHHS	anar31	choices	categorical
SHHS	benzod1	choices	categorical
SHHS	beta1	choices	categorical
SHHS	betad1	choices	categorical
SHHS	ccb1	choices	categorical
SHHS	diuret1	choices	categorical
SHHS	htnmed1	choices	categorical
SHHS	insuln1	choices	categorical
SHHS	istrd1	choices	categorical
SHHS	lipid1	choices	categorical
SHHS	nsaid1	choices	categorical
SHHS	ntca1	choices	categorical
SHHS	ntg1	choices	categorical
SHHS	ohga1	choices	categorical
SOF	gender	choices	categorical
SOF	nsrr_race	choices	categorical
SOF	nsrr_sex	choices	categorical
SOF	nsrr_current_smoker	choices	categorical
SOF	nsrr_flag_spsw	choices	categorical
SOF	overall	choices	categorical
SOF	posn	choices	categorical
SOF	quoxim	choices	categorical
SOF	visit	choices	categorical
SOF	v8dthash	choices	categorical
SOF	v8dthchd	choices	categorical
SOF	v8dthstk	choices	categorical
SOF	v8dthsud	choices	categorical
SOF	race	choices	categorical
SOF	v8dr30	choices	categorical
SOF	v8smok	choices	categorical
STAGES	dem_0500	choices	categorical
STAGES	dem_0900	choices	categorical
STAGES	dem_0910	choices	categorical
STAGES	dem_1000	choices	categorical
STAGES	nsrr_ethnicity	choices	categorical
STAGES	nsrr_race	choices	categorical
STAGES	nsrr_sex	choices	categorical
STAGES	nsrr_current_smoker	choices	categorical
STAGES	nsrr_ever_smoker	choices	categorical
STAGES	visitcode	choices	categorical
STAGES	dem_1010	choices	categorical
STAGES	dem_1100	choices	categorical
STAGES	dem_1120	choices	categorical
STAGES	sched_0100	choices	categorical
STAGES	sched_0500	choices	categorical
STAGES	sched_2100	choices	categorical
STAGES	nose_0100	choices	categorical
STAGES	nose_0200	choices	categorical
STAGES	nose_0300	choices	categorical
STAGES	nose_0400	choices	categorical
STAGES	nose_0500	choices	categorical
STAGES	osa_0100	choices	categorical
STAGES	osa_0200	choices	categorical
STAGES	osa_0300	choices	categorical
STAGES	fss_0100	choices	categorical
STAGES	fss_0200	choices	categorical
STAGES	fss_0300	choices	categorical
STAGES	fss_0400	choices	categorical
STAGES	fss_0500	choices	categorical
STAGES	fss_0600	choices	categorical
STAGES	fss_0700	choices	categorical
STAGES	fss_0800	choices	categorical
STAGES	fss_0900	choices	categorical
STAGES	gad_0100	choices	categorical
STAGES	gad_0200	choices	categorical
STAGES	gad_0300	choices	categorical
STAGES	gad_0400	choices	categorical
STAGES	gad_0500	choices	categorical
STAGES	gad_0600	choices	categorical
STAGES	gad_0700	choices	categorical
STAGES	phq_0100	choices	categorical
STAGES	phq_0200	choices	categorical
STAGES	phq_0300	choices	categorical
STAGES	phq_0400	choices	categorical
STAGES	phq_0500	choices	categorical
STAGES	phq_0600	choices	categorical
STAGES	phq_0700	choices	categorical
STAGES	phq_0800	choices	categorical
STAGES	phq_0900	choices	categorical
STAGES	bthbts_0100	choices	categorical
STAGES	current_cigarette_smoker	choices	categorical
STAGES	current_smokeless_user	choices	categorical
STAGES	diet_0340	choices	categorical
STAGES	diet_0400	choices	categorical
STAGES	diet_0500	choices	categorical
STAGES	diet_0600	choices	categorical
WSC	wsc_vst	choices	categorical
WSC	nsrr_visit	choices	categorical
WSC	nsrr_current_smoker	choices	categorical
WSC	nsrr_ever_smoker	choices	categorical
WSC	nsrr_race	choices	categorical
WSC	nsrr_sex	choices	categorical
WSC	apnea	choices	categorical
WSC	race	choices	categorical
WSC	sex	choices	categorical
WSC	q20aa_s1	choices	categorical
WSC	q20a_s1	choices	categorical
WSC	q20bb_s1	choices	categorical
WSC	q20b_s1	choices	categorical
WSC	eval_health	choices	categorical
WSC	eval_life	choices	categorical
WSC	q16_s3	choices	categorical
WSC	zung10_scored	choices	categorical
WSC	zung11_scored	choices	categorical
WSC	zung12_scored	choices	categorical
WSC	zung13_scored	choices	categorical
WSC	zung14_scored	choices	categorical
WSC	zung15_scored	choices	categorical
WSC	zung16_scored	choices	categorical
WSC	zung17_scored	choices	categorical
WSC	zung18_scored	choices	categorical
WSC	zung19_scored	choices	categorical
WSC	zung1_scored	choices	categorical
WSC	zung20_scored	choices	categorical
WSC	zung2_scored	choices	categorical
WSC	zung3_scored	choices	categorical
ABC	rand_siteid	choices	categorical
ABC	nsrr_age_gt89	choices	categorical
ANSWERS	nsrr_age_gt89	choices	categorical
ANSWERS	cssrs_lf_1	choices	categorical
ANSWERS	cssrs_lf_2	choices	categorical
ANSWERS	cssrs_lf_3	choices	categorical
ANSWERS	cssrs_lf_4	choices	categorical
ANSWERS	cssrs_lf_5	choices	categorical
ANSWERS	cssrs_lf_6	choices	categorical
ANSWERS	cssrs_lf_7	choices	categorical
ANSWERS	cssrs_lf_8	choices	categorical
ANSWERS	nssi_lf	choices	categorical
ANSWERS	sa_lf	choices	categorical
ANSWERS	si_lf_yn	choices	categorical
ANSWERS	sp_lf	choices	categorical
ANSWERS	inq_13	choices	categorical
APOE	nsrr_age_gt89	choices	categorical
APPLES	nsrr_age_gt89	choices	categorical
BESTAIR	siteid	choices	categorical
BESTAIR	nsrr_age_gt89	choices	categorical
BESTAIR	nsrr_ever_smoker	choices	categorical
CCSHS	nsrr_age_gt89	choices	categorical
CFS	nsrr_age_gt89	choices	categorical
CHAT	nsrr_age_gt89	choices	categorical
DISECAD	visit	choices	categorical
FFCWS	timepoint	choices	categorical
HCHS	nsrr_age_gt89	choices	categorical
HCHS	flag_monthsgt30	choices	categorical
HEARTBEAT	clusterid	choices	categorical
HEARTBEAT	timepoint	choices	categorical
HEARTBEAT	nsrr_age_gt89	choices	categorical
HOMEPAP	clusterid	choices	categorical
HOMEPAP	nsrr_age_gt89	choices	categorical
ISAPS	timepoint	choices	categorical
LOFTHF	site	choices	categorical
LOFTHF	timepoint	choices	categorical
LOFTHF	subinfo_age_at_consent	choices	categorical
MESA	nsrr_age_gt89	choices	categorical
MROS	nsrr_age_gt89	choices	categorical
MSP	nsrr_age_gt89	choices	categorical
NCHSDB	nsrr_age_gt89	choices	categorical
NUMOM2B	nsrr_age_gt89	choices	categorical
NUMOM2B	alerthyposleep_f1t3	choices	categorical
PATS	public_site_id	choices	categorical
PATS	timepoint	choices	categorical
PIMECFS	promis_get_things_done_sleepy	choices	categorical
PIMECFS	promis_hard_time_concentrate_day	choices	categorical
PIMECFS	promis_sleepy_daytime	choices	categorical
SANDD	season	choices	categorical
SANDD	session	choices	categorical
SANDD	neurotest_yn	choices	categorical
SANDD	rey_copy_tcpct	choices	categorical
SHINE	brstmilk_mom	choices	categorical
SHINE	feed1time_mom	choices	categorical
SHINE	solidfoodagedw_mom	choices	categorical
SHINE	babyscream_mom	choices	categorical
SHINE	behavior20_mom	choices	categorical
SHINE	behavior46_mom	choices	categorical
SHINE	behavior59_mom	choices	categorical
SHHS	afibincident	choices	categorical
SHHS	ethnicity	choices	categorical
SHHS	age_category_s1	choices	categorical
SHHS	age_category_s2	choices	categorical
SHHS	nsrr_age_gt89	choices	categorical
SOF	nsrr_age_gt89	choices	categorical
SOF	age_category	choices	categorical
SOF	v1drink	choices	categorical
SOF	v1diabcl	choices	categorical
SOF	v1hyten	choices	categorical
SOF	v2echf	choices	categorical
SOF	v2enghrt	choices	categorical
SOF	v4ekg	choices	categorical
SOF	v4hrtdtx	choices	categorical
SOF	v4seiz	choices	categorical
SOF	v5scancr	choices	categorical
SOF	v6sangin	choices	categorical
STAGES	nsrr_age_gt89	choices	categorical
STAGES	sched_0301	choices	categorical
STAGES	sched_0401	choices	categorical
STAGES	sched_0510	choices	categorical
STAGES	sched_1501	choices	categorical
STAGES	cir_0100	choices	categorical
WSC	nsrr_age_gt89	choices	categorical
NCHSDB	birth_date	date	categorical
PATS	studyinfo_randomized_date	date	categorical
PATS	studyinfo_stopped_date	date	categorical
PATS	studyinfo_surgery_date	date	categorical
PATS	studyinfo_treat_stop_date	date	categorical
PATS	oper_date_of_adentonsillectomy	date	categorical
PATS	oper_form_date	date	categorical
STAGES	modified_completed	datetime	categorical
STAGES	modified_created_at	datetime	categorical
ANSWERS	id	identifier	categorical
APPLES	appleid	identifier	categorical
APPLES	fileid	identifier	categorical
CCSHS	nsrrid	identifier	categorical
FDCSR	nsrrid	identifier	categorical
FFCWS	idnum	identifier	categorical
HAASSA	hhp	identifier	categorical
HCHS	pid	identifier	categorical
MSP	fileid	identifier	categorical
NUMOM2B	publicid	identifier	categorical
PIMECFS	mecfsid	identifier	categorical
SANDD	id	identifier	categorical
SHHS	pptidr	identifier	categorical
ABC	nsrrid	identifier	categorical
APPLES	nsrrid	identifier	categorical
BESTAIR	nsrrid	identifier	categorical
CFS	nsrrid	identifier	categorical
CHAT	new_pid	identifier	categorical
CHAT	nsrrid	identifier	categorical
DISECAD	nsrrid	identifier	categorical
FDCSR	subject	identifier	categorical
FFCWS	nsrrid	identifier	categorical
HEARTBEAT	nsrrid	identifier	categorical
HOMEPAP	nsrrid	identifier	categorical
ISAPS	nsrrid	identifier	categorical
ISAPS	filename_id	identifier	categorical
ISAPS	subject	identifier	categorical
LOFTHF	subject	identifier	categorical
LOFTHF	nsrrid	identifier	categorical
MESA	mesaid	identifier	categorical
MESA	nsrrid	identifier	categorical
MROS	nsrrid	identifier	categorical
MSP	id	identifier	categorical
NCHSDB	sleep_study_id	identifier	categorical
NCHSDB	study_pat_id	identifier	categorical
NFS	nsrrid	identifier	categorical
NFS	subj_id	identifier	categorical
PATS	nsrrid	identifier	categorical
PATS	public_subject_id	identifier	categorical
PIMECFS	nsrrid	identifier	categorical
PIMECFS	participantid	identifier	categorical
SANDD	nsrrid	identifier	categorical
SHINE	nsrrid	identifier	categorical
SHHS	nsrrid	identifier	categorical
SOF	sofid	identifier	categorical
SOF	nsrrid	identifier	categorical
STAGES	subject_code	identifier	categorical
WSC	wsc_id	identifier	categorical
WSC	nsrrid	identifier	categorical
ABC	ess_total	integer	continuous
APOE	ess	integer	continuous
BESTAIR	age	integer	continuous
BESTAIR	phq8_total	integer	continuous
BESTAIR	ess_total	integer	continuous
BESTAIR	prom_sdscale	integer	continuous
BESTAIR	prom_sriscale	integer	continuous
BESTAIR	whiirs_total	integer	continuous
BESTAIR	nreadings	integer	continuous
BESTAIR	nsleep	integer	continuous
BESTAIR	nvalid	integer	continuous
BESTAIR	nwake	integer	continuous
DISECAD	nsrr_bp_systolic	integer	continuous
DISECAD	iq_height	integer	continuous
DISECAD	iq_hr	integer	continuous
DISECAD	iq_spo2	integer	continuous
DISECAD	iq_diastolicbp	integer	continuous
DISECAD	iq_systolicbp	integer	continuous
FDCSR	age	integer	continuous
FDCSR	nsrr_age	integer	continuous
FDCSR	end_analysis_spn	integer	continuous
FDCSR	start_analysis_spn	integer	continuous
FFCWS	a6_month	integer	continuous
FFCWS	a6_vday_n	integer	continuous
FFCWS	a6_year	integer	continuous
HAASSA	epworthx7	integer	continuous
HCHS	cohort	integer	continuous
HCHS	hba1c_si	integer	continuous
HOMEPAP	esstotal	integer	continuous
HOMEPAP	pressure	integer	continuous
ISAPS	nsrr_age	integer	continuous
LOFTHF	subinfo_strat_composite	integer	continuous
LOFTHF	subinfo_days_rndm_to_bnp	integer	continuous
LOFTHF	subinfo_days_rndm_to_covdcontact	integer	continuous
LOFTHF	subinfo_days_rndm_to_covid	integer	continuous
LOFTHF	subinfo_days_rndm_to_creatinine	integer	continuous
LOFTHF	subinfo_days_rndm_to_gfr	integer	continuous
LOFTHF	subinfo_days_rndm_to_lvef	integer	continuous
LOFTHF	subinfo_days_rndm_to_screeninit	integer	continuous
LOFTHF	subinfo_days_rndm_to_stop_partc	integer	continuous
LOFTHF	subinfo_month_rndm_to_dob	integer	continuous
LOFTHF	eq5d_days_since_rndm	integer	continuous
LOFTHF	eq5d_vas_health_today	integer	continuous
LOFTHF	phq8_days_since_rndm	integer	continuous
LOFTHF	phq_8_total_score	integer	continuous
MESA	sleepage5c	integer	continuous
MESA	hoostmeq5c	integer	continuous
MESA	epslpscl5c	integer	continuous
MESA	whiirs5c	integer	continuous
MROS	vs2age1	integer	continuous
MROS	vsage1	integer	continuous
MSP	mat_age	integer	continuous
MSP	mat_par	integer	continuous
NCHSDB	peds_gest_age_num_days	integer	continuous
NCHSDB	peds_gest_age_num_weeks	integer	continuous
NUMOM2B	avglvlsa_f1t3	integer	continuous
NUMOM2B	minlvlsa_f1t3	integer	continuous
NUMOM2B	anlysstart_f1t3	integer	continuous
NUMOM2B	anlysstop_f1t3	integer	continuous
NUMOM2B	totalhrs_f1t3	integer	continuous
NUMOM2B	unitid_f1t3	integer	continuous
PATS	nsrr_bp_systolic	integer	continuous
PATS	oper_ebl_other	integer	continuous
PIMECFS	beighton_score	integer	continuous
PIMECFS	lymphadenopathy	integer	continuous
PIMECFS	tender_points	integer	continuous
PIMECFS	psqi_score	integer	continuous
PIMECFS	promis_slp_rel_imp_score	integer	continuous
PIMECFS	promis_sleep_dist_score	integer	continuous
SANDD	year_study	integer	continuous
SANDD	tannero	integer	continuous
SANDD	tannerph	integer	continuous
SANDD	trails_num	integer	continuous
SANDD	trails_numlet	integer	continuous
SHHS	mi	integer	continuous
STAGES	modified_dem_0110	integer	continuous
STAGES	dem_0600	integer	continuous
STAGES	dem_0610	integer	continuous
STAGES	dem_0700	integer	continuous
STAGES	dem_0100	integer	continuous
STAGES	sched_0200	integer	continuous
STAGES	sched_0600	integer	continuous
STAGES	bthbts_0500	integer	continuous
STAGES	bthbts_0510	integer	continuous
STAGES	bthbts_0520	integer	continuous
STAGES	bthbts_0530	integer	continuous
STAGES	bthbts_0540	integer	continuous
STAGES	nose_0600	integer	continuous
STAGES	fss_1000	integer	continuous
STAGES	gad_0800	integer	continuous
STAGES	phq_1000	integer	continuous
WSC	vst_year	integer	continuous
WSC	survey_year_s1	integer	continuous
WSC	survey_year_s2	integer	continuous
WSC	survey_year_s3	integer	continuous
APPLES	nsrr_ttllatsp_f1	integer	continuous
CHAT	nsrr_ttllatsp_f1	integer	continuous
HOMEPAP	age	integer	continuous
HOMEPAP	ttt	integer	continuous
ISAPS	age	integer	continuous
LOFTHF	anthro_days_rndm_to_emr	integer	continuous
LOFTHF	anthro_days_rndm_to_height	integer	continuous
LOFTHF	anthro_days_rndm_to_weight	integer	continuous
LOFTHF	anthro_days_rndm_to_nyha_class	integer	continuous
LOFTHF	anthro_days_rndm_to_hr	integer	continuous
LOFTHF	anthro_days_rndm_to_rest_bp	integer	continuous
MESA	nsrr_ttllatsp_f1	integer	continuous
NCHSDB	age_at_sleep_study_days	integer	continuous
NUMOM2B	age_at_stdydt	integer	continuous
NUMOM2B	avglvlhr_f1t3	integer	continuous
NUMOM2B	ttldursp_f1t3	integer	continuous
NUMOM2B	ttlprdbd_f1t3	integer	continuous
NUMOM2B	totalmin_f1t3	integer	continuous
PIMECFS	hip_valid_days	integer	continuous
PIMECFS	wrist_valid_days	integer	continuous
SHHS	nsrr_ttllatsp_f1	integer	continuous
WSC	age	integer	continuous
ABC	bmi	numeric	continuous
ABC	age	numeric	continuous
ABC	nsrr_bmi	numeric	continuous
ABC	nsrr_age	numeric	continuous
ABC	nsrr_ahi_hp3u	numeric	continuous
ABC	nsrr_ahi_hp4r	numeric	continuous
ABC	ahi_ap0uhp3x3u_f1t1	numeric	continuous
ABC	daystomonth09	numeric	continuous
ABC	daystomonth18	numeric	continuous
ABC	daystosurgery	numeric	continuous
ABC	height	numeric	continuous
ABC	weight	numeric	continuous
ABC	active_ghrelin	numeric	continuous
ABC	adiponectin_hmw	numeric	continuous
ABC	adiponectin_total	numeric	continuous
ABC	bloods_creactivepro	numeric	continuous
ABC	bloods_fibrinactivity	numeric	continuous
ABC	bloods_hdlchol	numeric	continuous
ABC	bloods_hemoa1c	numeric	continuous
ABC	bloods_ldlcholcalc	numeric	continuous
ABC	bloods_serumgluc	numeric	continuous
ABC	bloods_studyvisit	numeric	continuous
ABC	bloods_totalchol	numeric	continuous
ABC	bloods_triglyc	numeric	continuous
ABC	bloods_urinecreatin	numeric	continuous
ABC	bloods_urinemicro	numeric	continuous
ABC	bloods_vldlcholcal	numeric	continuous
ABC	epinephrine	numeric	continuous
ABC	il6	numeric	continuous
ABC	insulin	numeric	continuous
ABC	leptin	numeric	continuous
ABC	norepinephrine	numeric	continuous
ABC	pai1	numeric	continuous
ABC	probnp	numeric	continuous
ABC	resistin	numeric	continuous
ABC	uacr	numeric	continuous
ABC	uepicr	numeric	continuous
ABC	unorepicr	numeric	continuous
ABC	giqli_emot	numeric	continuous
ABC	giqli_emot_w	numeric	continuous
ABC	giqli_med	numeric	continuous
ABC	giqli_namecode	numeric	continuous
ABC	giqli_phys	numeric	continuous
ABC	giqli_phys_w	numeric	continuous
ABC	giqli_social	numeric	continuous
ABC	giqli_social_w	numeric	continuous
ABC	giqli_studyvisit	numeric	continuous
ABC	giqli_symp	numeric	continuous
ABC	giqli_symp_w	numeric	continuous
ABC	giqli_total	numeric	continuous
ABC	giqli_total_w	numeric	continuous
ABC	ahi_ap0uhp3x4r_f1t1	numeric	continuous
ABC	avglvlhr_f1t1	numeric	continuous
ABC	avglvlsa_f1t1	numeric	continuous
ABC	cahi_ca0uhp3x3u_f1t1	numeric	continuous
ABC	cahi_ca0uhp3x4r_f1t1	numeric	continuous
ABC	cai_ca0u_f1t1	numeric	continuous
ABC	hi_hp3x0u_f1t1	numeric	continuous
ABC	minlvlsa_f1t1	numeric	continuous
ABC	oahi_oa0uhp3x3u_f1t1	numeric	continuous
ABC	oahi_oa0uhp3x4r_f1t1	numeric	continuous
ABC	oai_oa0u_f1t1	numeric	continuous
ABC	ttldursp_s1_f1t1	numeric	continuous
ABC	ttldursp_s2_f1t1	numeric	continuous
ABC	ttldursp_s3_f1t1	numeric	continuous
ABC	ttldursp_sr_f1t1	numeric	continuous
ANSWERS	nsrr_age	numeric	continuous
ANSWERS	cesd_total	numeric	continuous
ANSWERS	si_3mo_severity	numeric	continuous
ANSWERS	gad_total	numeric	continuous
ANSWERS	inq_perceivedburden	numeric	continuous
ANSWERS	inq_thwartedbelong	numeric	continuous
APOE	nsrr_bmi	numeric	continuous
APOE	nsrr_age	numeric	continuous
APOE	bmi	numeric	continuous
APOE	height	numeric	continuous
APOE	hip_cm	numeric	continuous
APOE	neck_cm	numeric	continuous
APOE	waist_cm	numeric	continuous
APOE	weight	numeric	continuous
APOE	glucose	numeric	continuous
APOE	hdl	numeric	continuous
APOE	ldl	numeric	continuous
APOE	total_choleserol	numeric	continuous
APOE	triglycerides	numeric	continuous
APOE	vldl	numeric	continuous
APOE	diabp	numeric	continuous
APOE	sysbp	numeric	continuous
APOE	age	numeric	continuous
APOE	plmindex	numeric	continuous
APOE	odi3evindex	numeric	continuous
APOE	odi3evtotal	numeric	continuous
APOE	sao2_baseline	numeric	continuous
APOE	sao2_mean	numeric	continuous
APOE	sao2_min	numeric	continuous
APOE	psg_duration	numeric	continuous
APPLES	nsrr_bmi	numeric	continuous
APPLES	nsrr_bp_diastolic	numeric	continuous
APPLES	nsrr_bp_systolic	numeric	continuous
APPLES	nsrr_age	numeric	continuous
APPLES	nsrr_ahi_chicago1999	numeric	continuous
APPLES	nsrr_phrnumar_f1	numeric	continuous
APPLES	nsrr_ttlprdsp_s1sr	numeric	continuous
APPLES	dayssincerandfradh	numeric	continuous
APPLES	bmiblquan	numeric	continuous
APPLES	bmihl	numeric	continuous
APPLES	bmihlhp	numeric	continuous
APPLES	bmihp	numeric	continuous
APPLES	height	numeric	continuous
APPLES	heighthl	numeric	continuous
APPLES	neckcircinchhp	numeric	continuous
APPLES	waisttohipratiohp	numeric	continuous
APPLES	weight	numeric	continuous
APPLES	weighthl	numeric	continuous
APPLES	weighthlhp	numeric	continuous
APPLES	weighthp	numeric	continuous
APPLES	mmsetotalscore	numeric	continuous
APPLES	consistentlongtermretrieval	numeric	continuous
APPLES	longtermretrieval	numeric	continuous
APPLES	longtermstorage	numeric	continuous
APPLES	randomlongtermretrieval	numeric	continuous
APPLES	shorttermretrieval	numeric	continuous
APPLES	sumrecall	numeric	continuous
APPLES	pfnacc	numeric	continuous
APPLES	pfncoor	numeric	continuous
APPLES	pfnput	numeric	continuous
APPLES	session	numeric	continuous
APPLES	totalcorr12	numeric	continuous
APPLES	totalcorr16	numeric	continuous
APPLES	totalcorr20	numeric	continuous
APPLES	totalcorr24	numeric	continuous
APPLES	totalcorrall	numeric	continuous
APPLES	totaldyad12	numeric	continuous
APPLES	totaldyad16	numeric	continuous
APPLES	totaldyad20	numeric	continuous
APPLES	totaldyad24	numeric	continuous
APPLES	totaldyadall	numeric	continuous
APPLES	falsestartsc	numeric	continuous
APPLES	falsestartse	numeric	continuous
APPLES	goodrs	numeric	continuous
APPLES	isimaximum	numeric	continuous
APPLES	isiminimum	numeric	continuous
APPLES	lapsesrtge500	numeric	continuous
APPLES	lapsqrxfrm	numeric	continuous
APPLES	meanfrt	numeric	continuous
APPLES	meanrt	numeric	continuous
APPLES	meansrrt	numeric	continuous
APPLES	meansrt	numeric	continuous
APPLES	medianrt	numeric	continuous
APPLES	sleepypost	numeric	continuous
APPLES	sleepypre	numeric	continuous
APPLES	totalerrors	numeric	continuous
APPLES	triallength	numeric	continuous
APPLES	trialno	numeric	continuous
APPLES	wrongkeyrs	numeric	continuous
APPLES	swmtactivation1	numeric	continuous
APPLES	swmtactivation2	numeric	continuous
APPLES	swmtactivation3	numeric	continuous
APPLES	swmtalert1	numeric	continuous
APPLES	swmtalert2	numeric	continuous
APPLES	swmtalert3	numeric	continuous
APPLES	swmtbehavewm1	numeric	continuous
APPLES	swmtbehavewm2	numeric	continuous
APPLES	swmtbehavewm3	numeric	continuous
APPLES	swmthlacc1	numeric	continuous
APPLES	swmthlacc2	numeric	continuous
BESTAIR	bmi	numeric	continuous
BESTAIR	bloods_hdlchol	numeric	continuous
BESTAIR	bloods_hemoa1c	numeric	continuous
BESTAIR	bloods_insulinfast	numeric	continuous
BESTAIR	bloods_ldlcholcalc	numeric	continuous
BESTAIR	bloods_totalchol	numeric	continuous
BESTAIR	bp24dbpweight	numeric	continuous
BESTAIR	bp24mapweight	numeric	continuous
BESTAIR	bp24sbpweight	numeric	continuous
BESTAIR	avgseateddiastolic	numeric	continuous
BESTAIR	avgseatedsystolic	numeric	continuous
BESTAIR	nsrr_bmi	numeric	continuous
BESTAIR	nsrr_bp_diastolic	numeric	continuous
BESTAIR	nsrr_bp_systolic	numeric	continuous
BESTAIR	nsrr_age	numeric	continuous
BESTAIR	cal_total	numeric	continuous
BESTAIR	avgheightcm	numeric	continuous
BESTAIR	avghipcm	numeric	continuous
BESTAIR	avgneckcm	numeric	continuous
BESTAIR	avgwaistcm	numeric	continuous
BESTAIR	a4crveda	numeric	continuous
BESTAIR	a4crvesa	numeric	continuous
BESTAIR	awave	numeric	continuous
BESTAIR	eeprimelat	numeric	continuous
BESTAIR	ewave	numeric	continuous
BESTAIR	ivs	numeric	continuous
BESTAIR	lav	numeric	continuous
BESTAIR	lavi	numeric	continuous
BESTAIR	lvedd	numeric	continuous
BESTAIR	lvedv	numeric	continuous
BESTAIR	lvef	numeric	continuous
BESTAIR	lvesd	numeric	continuous
BESTAIR	lvesv	numeric	continuous
BESTAIR	lvm	numeric	continuous
BESTAIR	lvmi	numeric	continuous
BESTAIR	pvr	numeric	continuous
BESTAIR	pw	numeric	continuous
BESTAIR	rvfac	numeric	continuous
BESTAIR	bloods_albumin_creatin_ratio	numeric	continuous
BESTAIR	bloods_bnp	numeric	continuous
BESTAIR	bloods_creactivepro	numeric	continuous
BESTAIR	bloods_fibrinactivity	numeric	continuous
BESTAIR	bloods_gfr	numeric	continuous
BESTAIR	bloods_il6	numeric	continuous
BESTAIR	bloods_pai1	numeric	continuous
BESTAIR	bloods_serumcreatin	numeric	continuous
BESTAIR	bloods_serumgluc	numeric	continuous
BESTAIR	bloods_triglyc	numeric	continuous
BESTAIR	bloods_urinecreatin	numeric	continuous
BESTAIR	bloods_urinemicro	numeric	continuous
BESTAIR	bloods_vldlcholcal	numeric	continuous
BESTAIR	pctvalid	numeric	continuous
BESTAIR	avgseatedpulse	numeric	continuous
BESTAIR	agg_ment	numeric	continuous
BESTAIR	agg_phys	numeric	continuous
CCSHS	bmi	numeric	continuous
CCSHS	htcm	numeric	continuous
CCSHS	waistcm	numeric	continuous
CCSHS	wtkg	numeric	continuous
CCSHS	nsrr_bmi	numeric	continuous
CCSHS	nsrr_bp_diastolic	numeric	continuous
CCSHS	nsrr_bp_systolic	numeric	continuous
CCSHS	nsrr_age	numeric	continuous
CCSHS	nsrr_ahi_hp3u	numeric	continuous
CCSHS	nsrr_ahi_hp4r	numeric	continuous
CCSHS	nsrr_cai	numeric	continuous
CCSHS	nsrr_oahi_hp3u	numeric	continuous
CCSHS	nsrr_oahi_hp4u	numeric	continuous
CCSHS	nsrr_oai	numeric	continuous
CCSHS	nsrr_phrnumar_f1	numeric	continuous
CCSHS	nsrr_avglvlsa	numeric	continuous
CCSHS	nsrr_minlvlsa	numeric	continuous
CCSHS	ahi_a0h3	numeric	continuous
CCSHS	ahi_a0h4a	numeric	continuous
CCSHS	ahi_c0h3	numeric	continuous
CCSHS	ahi_c0h4a	numeric	continuous
CCSHS	ahi_o0h3	numeric	continuous
CCSHS	ahi_o0h4a	numeric	continuous
CCSHS	avgsat	numeric	continuous
CCSHS	odi3	numeric	continuous
CCSHS	odi4	numeric	continuous
CCSHS	rdi3p	numeric	continuous
CCSHS	essscore	numeric	continuous
CCSHS	bmipct	numeric	continuous
CCSHS	bmiz	numeric	continuous
CCSHS	haz	numeric	continuous
CCSHS	htpct	numeric	continuous
CCSHS	pbmi_dad	numeric	continuous
CCSHS	pbmi_mom	numeric	continuous
CCSHS	pctfat_houtkooper	numeric	continuous
CCSHS	pctfat_kotler	numeric	continuous
CCSHS	waz	numeric	continuous
CCSHS	wtpct	numeric	continuous
CFS	bmi	numeric	continuous
CFS	htcm	numeric	continuous
CFS	wtkg	numeric	continuous
CFS	dbp	numeric	continuous
CFS	sbp	numeric	continuous
CFS	be	numeric	continuous
CFS	bp	numeric	continuous
CFS	fa	numeric	continuous
CFS	fc	numeric	continuous
CFS	gh	numeric	continuous
CFS	mh	numeric	continuous
CFS	pe	numeric	continuous
CFS	phf	numeric	continuous
CFS	phs	numeric	continuous
CFS	pss	numeric	continuous
CFS	reb	numeric	continuous
CFS	rp	numeric	continuous
CFS	se	numeric	continuous
CFS	painp	numeric	continuous
CFS	php	numeric	continuous
CFS	pp	numeric	continuous
CFS	rfep	numeric	continuous
CFS	rfpp	numeric	continuous
CFS	nsrr_bmi	numeric	continuous
CFS	nsrr_bp_diastolic	numeric	continuous
CFS	nsrr_bp_systolic	numeric	continuous
CFS	nsrr_age	numeric	continuous
CFS	nsrr_ahi_hp3u	numeric	continuous
CFS	nsrr_ahi_hp4r	numeric	continuous
CFS	nsrr_phrnumar_f1	numeric	continuous
CFS	ahi_a0h3	numeric	continuous
CFS	ahi_a0h4a	numeric	continuous
CFS	ahi_c0h3	numeric	continuous
CFS	ahi_c0h4a	numeric	continuous
CFS	ahi_o0h3	numeric	continuous
CFS	ahi_o0h4a	numeric	continuous
CFS	cai0p	numeric	continuous
CFS	oai0p	numeric	continuous
CFS	rdi0p	numeric	continuous
CFS	rdinr3p	numeric	continuous
CFS	rdirem3p	numeric	continuous
