study_name	variable_name	variable_label	folder	description	visit	calculation	type	total_subjects	units	n	mean	stddev	median	min	max	unknown
CCSHS	ahi_a0h4	Apnea-Hypopnea Index: (All apneas with no oxygen desaturation threshold used and with or without arousal + hypopneas with > 30% flow reduction and with >= 4% oxygen desaturation and with or without arousal) / hour of sleep from type I polysomnography		Calculated - Summary metric of sleep disordered breathing events. The definition of hypopnea events is consistent with the following clinical guidelines: (1) AASM 2012 update (alternative)Berry RB et al. 2012 (PubMed ID:23066376), and (2) AASM 2015 (acceptable) [Berry RB et al. The AASM Manual for the Scoring of Sleep and Associated Events: Rules, Terminology and Technical Specifications, Version 2.2. American Academy of Sleep Medicine, Darien, IL, 2015.].Search for all AHI variables consistent with the same clinical guidelines within this dataset	Teenz	ahi_a0h4= 60 * (hrembp4+hrop4+hnrbp4+hnrop4+carbp+carop+canbp+canop+oarbp+oarop+oanbp+oanop) /slpprdp	numeric		number of events per hour							
CCSHS	ahi_a0h4a	Apnea-Hypopnea Index: (All apneas with no oxygen desaturation threshold used and with or without arousal + hypopneas with > 30% flow reduction and with >= 4% oxygen desaturation or with arousal) / hour of sleep from type I polysomnography	Sleep Monitoring/Polysomnography/Apnea-Hypopnea Indices	Calculated - Summary metric of sleep disordered breathing events.	TREC	ahi_a0h4a= 60 * (hremba4+hroa4+hnrba4+hnroa4+carbp+carop+canbp+canop+oarbp+oarop+oanbp+oanop) /slpprdp	numeric		number of events per hour	515	1.4	4.6	0.6	0	93.8	2
CCSHS	ahi_c0h3	Central Apnea-Hypopnea Index: (Central apneas with no oxygen desaturation threshold used and with or without arousal + hypopneas with > 30% flow reduction and with > 3% desaturation and with or without arousal) / hour of sleep from type I polysomnography from type I polysomnography	Sleep Monitoring/Polysomnography/Apnea-Hypopnea Indices	Calculated - Summary metric of sleep disordered breathing events.	TREC	ahi_c0h3= 60 * (hrembp3+hrop3+hnrbp3+hnrop3+carbp+carop+canbp+canop) /slpprdp	numeric		number of events per hour	515	1.3	4	0.6	0	80.5	2
CCSHS	ahi_c0h3a	Central Apnea-Hypopnea Index: (Central apneas with no oxygen desaturation threshold used and with or without arousal + hypopneas with > 30% flow reduction and with > 3% desaturation or with arousal) / hour of sleep from type I polysomnography		Calculated - Summary metric of sleep disordered breathing events. The definition for hypopneas is consistent with the following clinical guidelines: (1) American Academy of Sleep Medicine (AASM) 2007 Manual (2012 update) (recommended).Berry RB et al. 2012 (PubMed ID:23066376), and (2) American Academy of Sleep Medicine (AASM) 2015 (recommended) [Berry RB et al. The AASM Manual for the Scoring of Sleep and Associated Events: Rules, Terminology and Technical Specifications, Version 2.2. American Academy of Sleep Medicine, Darien, IL, 2015.]Search for all AHI variables consistent with the same clinical guidelines within this dataset	Peds	ahi_c0h3a= 60 * (hremba3+hroa3+hnrba3+hnroa3+carbp+carop+canbp+canop) /slpprdp	numeric		number of events per hour							
CCSHS	ahi_c0h3a	Central Apnea-Hypopnea Index: (Central apneas with no oxygen desaturation threshold used and with or without arousal + hypopneas with > 30% flow reduction and with > 3% desaturation or with arousal) / hour of sleep from type I polysomnography		Calculated - Summary metric of sleep disordered breathing events. The definition for hypopneas is consistent with the following clinical guidelines: (1) American Academy of Sleep Medicine (AASM) 2007 Manual (2012 update) (recommended).Berry RB et al. 2012 (PubMed ID:23066376), and (2) American Academy of Sleep Medicine (AASM) 2015 (recommended) [Berry RB et al. The AASM Manual for the Scoring of Sleep and Associated Events: Rules, Terminology and Technical Specifications, Version 2.2. American Academy of Sleep Medicine, Darien, IL, 2015.]Search for all AHI variables consistent with the same clinical guidelines within this dataset	TREC	ahi_c0h3a= 60 * (hremba3+hroa3+hnrba3+hnroa3+carbp+carop+canbp+canop) /slpprdp	numeric	517	number of events per hour	515	1.6	4.3	0.7	0.0	82.8	2
CCSHS	ahi_c0h3a	Central Apnea-Hypopnea Index: (Central apneas with no oxygen desaturation threshold used and with or without arousal + hypopneas with > 30% flow reduction and with > 3% desaturation or with arousal) / hour of sleep from type I polysomnography		Calculated - Summary metric of sleep disordered breathing events. The definition for hypopneas is consistent with the following clinical guidelines: (1) American Academy of Sleep Medicine (AASM) 2007 Manual (2012 update) (recommended).Berry RB et al. 2012 (PubMed ID:23066376), and (2) American Academy of Sleep Medicine (AASM) 2015 (recommended) [Berry RB et al. The AASM Manual for the Scoring of Sleep and Associated Events: Rules, Terminology and Technical Specifications, Version 2.2. American Academy of Sleep Medicine, Darien, IL, 2015.]Search for all AHI variables consistent with the same clinical guidelines within this dataset	Teenz	ahi_c0h3a= 60 * (hremba3+hroa3+hnrba3+hnroa3+carbp+carop+canbp+canop) /slpprdp	numeric		number of events per hour							
CCSHS	ahi_c0h4	Central Apnea-Hypopnea Index: (Central apneas with no oxygen desaturation threshold used and with or without arousal + hypopneas with > 30% flow reduction and with > 4% desaturation and with or without arousal) / hour of sleep from type I polysomnography		Calculated - Summary metric of sleep disordered breathing events. The definition of hypopnea events is consistent with the following clinical guidelines: (1) AASM 2012 update (alternative)Berry RB et al. 2012 (PubMed ID:23066376), and (2) AASM 2015 (acceptable) [Berry RB et al. The AASM Manual for the Scoring of Sleep and Associated Events: Rules, Terminology and Technical Specifications, Version 2.2. American Academy of Sleep Medicine, Darien, IL, 2015.].Search for all AHI variables consistent with the same clinical guidelines within this dataset	Peds	ahi_c0h4= 60 * (hrembp4+hrop4+hnrbp4+hnrop4+carbp+carop+canbp+canop) /slpprdp	numeric		number of events per hour							
CCSHS	ahi_c0h4	Central Apnea-Hypopnea Index: (Central apneas with no oxygen desaturation threshold used and with or without arousal + hypopneas with > 30% flow reduction and with > 4% desaturation and with or without arousal) / hour of sleep from type I polysomnography		Calculated - Summary metric of sleep disordered breathing events. The definition of hypopnea events is consistent with the following clinical guidelines: (1) AASM 2012 update (alternative)Berry RB et al. 2012 (PubMed ID:23066376), and (2) AASM 2015 (acceptable) [Berry RB et al. The AASM Manual for the Scoring of Sleep and Associated Events: Rules, Terminology and Technical Specifications, Version 2.2. American Academy of Sleep Medicine, Darien, IL, 2015.].Search for all AHI variables consistent with the same clinical guidelines within this dataset	TREC	ahi_c0h4= 60 * (hrembp4+hrop4+hnrbp4+hnrop4+carbp+carop+canbp+canop) /slpprdp	numeric	517	number of events per hour	515	0.7	3.3	0.3	0.0	71.9	2
CCSHS	ahi_c0h4	Central Apnea-Hypopnea Index: (Central apneas with no oxygen desaturation threshold used and with or without arousal + hypopneas with > 30% flow reduction and with > 4% desaturation and with or without arousal) / hour of sleep from type I polysomnography		Calculated - Summary metric of sleep disordered breathing events. The definition of hypopnea events is consistent with the following clinical guidelines: (1) AASM 2012 update (alternative)Berry RB et al. 2012 (PubMed ID:23066376), and (2) AASM 2015 (acceptable) [Berry RB et al. The AASM Manual for the Scoring of Sleep and Associated Events: Rules, Terminology and Technical Specifications, Version 2.2. American Academy of Sleep Medicine, Darien, IL, 2015.].Search for all AHI variables consistent with the same clinical guidelines within this dataset	Teenz	ahi_c0h4= 60 * (hrembp4+hrop4+hnrbp4+hnrop4+carbp+carop+canbp+canop) /slpprdp	numeric		number of events per hour							
CCSHS	ahi_c0h4a	Central Apnea-Hypopnea Index: (Central apneas with no oxygen desaturation threshold used and with or without arousal + hypopneas with > 30% flow reduction and with > 4% desaturation or with arousal) / hour of sleep from type I polysomnography	Sleep Monitoring/Polysomnography/Apnea-Hypopnea Indices	Calculated - Summary metric of sleep disordered breathing events.	TREC	ahi_c0h4a= 60 * (hremba4+hroa4+hnrba4+hnroa4+carbp+carop+canbp+canop) /slpprdp	numeric		number of events per hour	515	1.3	3.7	0.6	0	75.1	2
CCSHS	ahi_o0h3	Obstructive Apnea-Hypopnea Index: (Obstructive apneas with no oxygen desaturation threshold used and with or without arousal + hypopneas with > 30% flow reduction and with >= 3% oxygen desaturation and with or without arousal) / hour of sleep from type I polysomnography	Sleep Monitoring/Polysomnography/Apnea-Hypopnea Indices	Calculated - Summary metric of sleep disordered breathing events.	TREC	ahi_o0h3= 60 * (hrembp3+hrop3+hnrbp3+hnrop3+oarbp+oarop+oanbp+oanop) /slpprdp	numeric		number of events per hour	515	1.2	4.7	0.4	0	98.4	2
CCSHS	ahi_o0h3a	Obstructive Apnea-Hypopnea Index: (Obstructive apneas with no oxygen desaturation threshold used and with or without arousal + hypopneas with > 30% flow reduction and with >= 3% oxygen desaturation or with arousal) / hour of sleep from type I polysomnography		Calculated - Summary metric of sleep disordered breathing events. The definition for hypopneas is consistent with the following clinical guidelines: (1) American Academy of Sleep Medicine (AASM) 2007 Manual (2012 update) (recommended).Berry RB et al. 2012 (PubMed ID:23066376), and (2) American Academy of Sleep Medicine (AASM) 2015 (recommended) [Berry RB et al. The AASM Manual for the Scoring of Sleep and Associated Events: Rules, Terminology and Technical Specifications, Version 2.2. American Academy of Sleep Medicine, Darien, IL, 2015.]Search for all AHI variables consistent with the same clinical guidelines within this dataset	Peds	ahi_o0h3a= 60 * (hremba3+hroa3+hnrba3+hnroa3+oarbp+oarop+oanbp+oanop) /slpprdp	numeric		number of events per hour							
CCSHS	ahi_o0h3a	Obstructive Apnea-Hypopnea Index: (Obstructive apneas with no oxygen desaturation threshold used and with or without arousal + hypopneas with > 30% flow reduction and with >= 3% oxygen desaturation or with arousal) / hour of sleep from type I polysomnography		Calculated - Summary metric of sleep disordered breathing events. The definition for hypopneas is consistent with the following clinical guidelines: (1) American Academy of Sleep Medicine (AASM) 2007 Manual (2012 update) (recommended).Berry RB et al. 2012 (PubMed ID:23066376), and (2) American Academy of Sleep Medicine (AASM) 2015 (recommended) [Berry RB et al. The AASM Manual for the Scoring of Sleep and Associated Events: Rules, Terminology and Technical Specifications, Version 2.2. American Academy of Sleep Medicine, Darien, IL, 2015.]Search for all AHI variables consistent with the same clinical guidelines within this dataset	TREC	ahi_o0h3a= 60 * (hremba3+hroa3+hnrba3+hnroa3+oarbp+oarop+oanbp+oanop) /slpprdp	numeric	517	number of events per hour	515	1.5	5.0	0.6	0.0	100.8	2
CCSHS	ahi_o0h3a	Obstructive Apnea-Hypopnea Index: (Obstructive apneas with no oxygen desaturation threshold used and with or without arousal + hypopneas with > 30% flow reduction and with >= 3% oxygen desaturation or with arousal) / hour of sleep from type I polysomnography		Calculated - Summary metric of sleep disordered breathing events. The definition for hypopneas is consistent with the following clinical guidelines: (1) American Academy of Sleep Medicine (AASM) 2007 Manual (2012 update) (recommended).Berry RB et al. 2012 (PubMed ID:23066376), and (2) American Academy of Sleep Medicine (AASM) 2015 (recommended) [Berry RB et al. The AASM Manual for the Scoring of Sleep and Associated Events: Rules, Terminology and Technical Specifications, Version 2.2. American Academy of Sleep Medicine, Darien, IL, 2015.]Search for all AHI variables consistent with the same clinical guidelines within this dataset	Teenz	ahi_o0h3a= 60 * (hremba3+hroa3+hnrba3+hnroa3+oarbp+oarop+oanbp+oanop) /slpprdp	numeric		number of events per hour							
CCSHS	ahi_o0h4	Obstructive Apnea-Hypopnea Index: (Obstructive apneas with no oxygen desaturation threshold used and with or without arousal + hypopneas with > 30% flow reduction and with >= 4% oxygen desaturation and with or without arousal) / hour of sleep from type I polysomnography		Calculated - Summary metric of sleep disordered breathing events. The definition of hypopnea events is consistent with the following clinical guidelines: (1) AASM 2012 update (alternative)Berry RB et al. 2012 (PubMed ID:23066376), and (2) AASM 2015 (acceptable) [Berry RB et al. The AASM Manual for the Scoring of Sleep and Associated Events: Rules, Terminology and Technical Specifications, Version 2.2. American Academy of Sleep Medicine, Darien, IL, 2015.].Search for all AHI variables consistent with the same clinical guidelines within this dataset	Peds	ahi_o0h4= 60 * (hrembp4+hrop4+hnrbp4+hnrop4+oarbp+oarop+oanbp+oanop) /slpprdp	numeric		number of events per hour							
CCSHS	ahi_o0h4	Obstructive Apnea-Hypopnea Index: (Obstructive apneas with no oxygen desaturation threshold used and with or without arousal + hypopneas with > 30% flow reduction and with >= 4% oxygen desaturation and with or without arousal) / hour of sleep from type I polysomnography		Calculated - Summary metric of sleep disordered breathing events. The definition of hypopnea events is consistent with the following clinical guidelines: (1) AASM 2012 update (alternative)Berry RB et al. 2012 (PubMed ID:23066376), and (2) AASM 2015 (acceptable) [Berry RB et al. The AASM Manual for the Scoring of Sleep and Associated Events: Rules, Terminology and Technical Specifications, Version 2.2. American Academy of Sleep Medicine, Darien, IL, 2015.].Search for all AHI variables consistent with the same clinical guidelines within this dataset	TREC	ahi_o0h4= 60 * (hrembp4+hrop4+hnrbp4+hnrop4+oarbp+oarop+oanbp+oanop) /slpprdp	numeric	517	number of events per hour	515	0.7	4.1	0.1	0.0	89.9	2
CCSHS	ahi_o0h4	Obstructive Apnea-Hypopnea Index: (Obstructive apneas with no oxygen desaturation threshold used and with or without arousal + hypopneas with > 30% flow reduction and with >= 4% oxygen desaturation and with or without arousal) / hour of sleep from type I polysomnography		Calculated - Summary metric of sleep disordered breathing events. The definition of hypopnea events is consistent with the following clinical guidelines: (1) AASM 2012 update (alternative)Berry RB et al. 2012 (PubMed ID:23066376), and (2) AASM 2015 (acceptable) [Berry RB et al. The AASM Manual for the Scoring of Sleep and Associated Events: Rules, Terminology and Technical Specifications, Version 2.2. American Academy of Sleep Medicine, Darien, IL, 2015.].Search for all AHI variables consistent with the same clinical guidelines within this dataset	Teenz	ahi_o0h4= 60 * (hrembp4+hrop4+hnrbp4+hnrop4+oarbp+oarop+oanbp+oanop) /slpprdp	numeric		number of events per hour							
CCSHS	ahi_o0h4a	Obstructive Apnea-Hypopnea Index: (Obstructive apneas with no oxygen desaturation threshold used and with or without arousal + hypopneas with > 30% flow reduction and with >= 4% oxygen desaturation or with arousal) / hour of sleep from type I polysomnography	Sleep Monitoring/Polysomnography/Apnea-Hypopnea Indices	Calculated - Summary metric of sleep disordered breathing events.	TREC	ahi_o0h4a= 60 * (hremba4+hroa4+hnrba4+hnroa4+oarbp+oarop+oanbp+oanop) /slpprdp	numeric		number of events per hour	515	1.2	4.5	0.4	0	93.1	2
CCSHS	ai_all	Arousal Index: Arousals per hour of sleep from type I polysomnography		Total number of arousals per hour of sleep. Ratio of count of arousals to total sleep time in hours. [(Total number of arousals) / (hours of sleep)]	Peds	ai_all= 60 * ( arrembp + arremop + arnrembp + arnremop ) /slpprdp	numeric		number of events per hour							
CCSHS	ai_all	Arousal Index: Arousals per hour of sleep from type I polysomnography		Total number of arousals per hour of sleep. Ratio of count of arousals to total sleep time in hours. [(Total number of arousals) / (hours of sleep)]	TREC	ai_all= 60 * ( arrembp + arremop + arnrembp + arnremop ) /slpprdp	numeric	517	number of events per hour	513	8.7	3.7	7.8	1.8	30.9	4
CCSHS	ai_all	Arousal Index: Arousals per hour of sleep from type I polysomnography		Total number of arousals per hour of sleep. Ratio of count of arousals to total sleep time in hours. [(Total number of arousals) / (hours of sleep)]	Teenz	ai_all= 60 * ( arrembp + arremop + arnrembp + arnremop ) /slpprdp	numeric		number of events per hour							
CCSHS	avgsat	Average oxygen saturation during total sleep duration from type I polysomnography	Sleep Monitoring/Polysomnography/Oxygen Saturation	Average oxygen saturation during total sleep duration from type I polysomnography	TREC	avgsat= ( ( avsao2nh ) * (timest1p+timest2p+times34p) + ( avsao2rh ) * (timeremp) ) / 100	numeric		percent (%)	515	96.8	1	97	89	99	2
CCSHS	bmi	Body Mass Index (BMI)	Anthropometry		TREC		numeric		kilograms per meters squared (kg/m2)	517	25.1	5.9	23.3	16.5	53.5	
CCSHS	bmipct	Body Mass Index (BMI) percentile (from the Centers for Disease Control and Prevention (CDC)) for age, gender	Anthropometry	Age- and gender-specific Body Mass Index (BMI) percentile based on the Centers for Disease Control and Prevention (CDC) norms	TREC		numeric			517	65.9	27.8	71.4	0.3	99.9	
CCSHS	bmiz	Body Mass Index (BMI) z-score (from the Centers for Disease Control and Prevention (CDC)) for age, gender	Anthropometry	Age- and gender-specific Body Mass Index (BMI) z-score based on the Centers for Disease Control and Prevention (CDC) norms	TREC		numeric			517	0.6	1.1	0.6	-2.7	3	
CCSHS	bp1dias1	Diastolic blood pressure (DBP) (Evening) time 1		First measurement of diastolic blood pressure (DBP) in evening	Peds		numeric		millimeters of mercury (mmHg)							
CCSHS	bp1dias1	Diastolic blood pressure (DBP) (Evening) time 1		First measurement of diastolic blood pressure (DBP) in evening	TREC		numeric	517	millimeters of mercury (mmHg)	516	61.6	10.9	60.0	34.0	102.0	1
CCSHS	bp1dias1	Diastolic blood pressure (DBP) (Evening) time 1		First measurement of diastolic blood pressure (DBP) in evening	Teenz		numeric		millimeters of mercury (mmHg)							
CCSHS	bp1dias2	Diastolic blood pressure (DBP) (Evening) time 2		Second measurement of diastolic blood pressure (DBP) in evening	Peds		numeric		millimeters of mercury (mmHg)							
CCSHS	bp1dias2	Diastolic blood pressure (DBP) (Evening) time 2		Second measurement of diastolic blood pressure (DBP) in evening	TREC		numeric	517	millimeters of mercury (mmHg)	516	61.3	10.6	60.0	36.0	108.0	1
CCSHS	bp1dias2	Diastolic blood pressure (DBP) (Evening) time 2		Second measurement of diastolic blood pressure (DBP) in evening	Teenz		numeric		millimeters of mercury (mmHg)							
CCSHS	bp1dias3	Diastolic blood pressure (DBP) (Evening) time 3		Third measurement of diastolic blood pressure (DBP) in evening	Peds		numeric		millimeters of mercury (mmHg)							
CCSHS	bp1dias3	Diastolic blood pressure (DBP) (Evening) time 3		Third measurement of diastolic blood pressure (DBP) in evening	TREC		numeric	517	millimeters of mercury (mmHg)	516	61.1	10.6	60.0	32.0	104.0	1
CCSHS	bp1dias3	Diastolic blood pressure (DBP) (Evening) time 3		Third measurement of diastolic blood pressure (DBP) in evening	Teenz		numeric		millimeters of mercury (mmHg)							
CCSHS	bp1hr1	Heart rate (Evening) time 1		First measurement of heart rate in evening	Peds		numeric		beats per minute (bpm)							
CCSHS	bp1hr1	Heart rate (Evening) time 1		First measurement of heart rate in evening	TREC		numeric	517	beats per minute (bpm)	513	68.1	10.1	66.0	44.0	104.0	4
CCSHS	bp1hr1	Heart rate (Evening) time 1		First measurement of heart rate in evening	Teenz		numeric		beats per minute (bpm)							
CCSHS	bp1hr2	Heart rate (Evening) time 2		Second measurement of heart rate in evening	Peds		numeric		beats per minute (bpm)							
CCSHS	bp1hr2	Heart rate (Evening) time 2		Second measurement of heart rate in evening	TREC		numeric	517	beats per minute (bpm)	513	68.7	10.2	68.0	48.0	104.0	4
CCSHS	bp1hr2	Heart rate (Evening) time 2		Second measurement of heart rate in evening	Teenz		numeric		beats per minute (bpm)							
CCSHS	bp1hr3	Heart rate (Evening) time 3		Third measurement of heart rate in evening	Peds		numeric		beats per minute (bpm)							
CCSHS	bp1hr3	Heart rate (Evening) time 3		Third measurement of heart rate in evening	TREC		numeric	517	beats per minute (bpm)	511	69.1	10.2	68.0	48.0	104.0	6
CCSHS	bp1hr3	Heart rate (Evening) time 3		Third measurement of heart rate in evening	Teenz		numeric		beats per minute (bpm)							
CCSHS	bp1sys1	Systolic blood pressure (SBP) (Evening) time 1		First measurement of systolic blood pressure (SBP) in evening	Peds		numeric		millimeters of mercury (mmHg)							
CCSHS	bp1sys1	Systolic blood pressure (SBP) (Evening) time 1		First measurement of systolic blood pressure (SBP) in evening	TREC		numeric	517	millimeters of mercury (mmHg)	516	117.4	11.0	118.0	78.0	170.0	1
CCSHS	bp1sys1	Systolic blood pressure (SBP) (Evening) time 1		First measurement of systolic blood pressure (SBP) in evening	Teenz		numeric		millimeters of mercury (mmHg)							
CCSHS	bp1sys2	Systolic blood pressure (SBP) (Evening) time 2		Second measurement of systolic blood pressure (SBP) in evening	Peds		numeric		millimeters of mercury (mmHg)							
CCSHS	bp1sys2	Systolic blood pressure (SBP) (Evening) time 2		Second measurement of systolic blood pressure (SBP) in evening	TREC		numeric	517	millimeters of mercury (mmHg)	516	117.0	10.8	118.0	84.0	166.0	1
CCSHS	bp1sys2	Systolic blood pressure (SBP) (Evening) time 2		Second measurement of systolic blood pressure (SBP) in evening	Teenz		numeric		millimeters of mercury (mmHg)							
CCSHS	bp1sys3	Systolic blood pressure (SBP) (Evening) time 3		Third measurement of systolic blood pressure (SBP) in evening	Peds		numeric		millimeters of mercury (mmHg)							
CCSHS	bp1sys3	Systolic blood pressure (SBP) (Evening) time 3		Third measurement of systolic blood pressure (SBP) in evening	TREC		numeric	517	millimeters of mercury (mmHg)	516	116.8	11.0	118.0	80.0	164.0	1
CCSHS	bp1sys3	Systolic blood pressure (SBP) (Evening) time 3		Third measurement of systolic blood pressure (SBP) in evening	Teenz		numeric		millimeters of mercury (mmHg)							
CCSHS	bp2dias1	Diastolic blood pressure (DBP) (Morning) time 1		First measurement of diastolic blood pressure (DBP) in morning	Peds		numeric		millimeters of mercury (mmHg)							
CCSHS	bp2dias1	Diastolic blood pressure (DBP) (Morning) time 1		First measurement of diastolic blood pressure (DBP) in morning	TREC		numeric	517	millimeters of mercury (mmHg)	516	67.9	9.3	68.0	38.0	100.0	1
CCSHS	bp2dias1	Diastolic blood pressure (DBP) (Morning) time 1		First measurement of diastolic blood pressure (DBP) in morning	Teenz		numeric		millimeters of mercury (mmHg)							
CCSHS	bp2dias2	Diastolic blood pressure (DBP) (Morning) time 2		Second measurement of diastolic blood pressure (DBP) in morning	Peds		numeric		millimeters of mercury (mmHg)							
CCSHS	bp2dias2	Diastolic blood pressure (DBP) (Morning) time 2		Second measurement of diastolic blood pressure (DBP) in morning	TREC		numeric	517	millimeters of mercury (mmHg)	516	67.6	9.2	68.0	38.0	98.0	1
CCSHS	bp2dias2	Diastolic blood pressure (DBP) (Morning) time 2		Second measurement of diastolic blood pressure (DBP) in morning	Teenz		numeric		millimeters of mercury (mmHg)							
CCSHS	bp2dias3	Diastolic blood pressure (DBP) (Morning) time 3		Third measurement of diastolic blood pressure (DBP) in morning	Peds		numeric		millimeters of mercury (mmHg)							
CCSHS	bp2dias3	Diastolic blood pressure (DBP) (Morning) time 3		Third measurement of diastolic blood pressure (DBP) in morning	TREC		numeric	517	millimeters of mercury (mmHg)	515	67.6	9.1	68.0	36.0	98.0	2
CCSHS	bp2dias3	Diastolic blood pressure (DBP) (Morning) time 3		Third measurement of diastolic blood pressure (DBP) in morning	Teenz		numeric		millimeters of mercury (mmHg)							
CCSHS	bp2hr1	Heart rate (Morning) time 1		First measurement of heart rate in morning	Peds		numeric		beats per minute (bpm)							
CCSHS	bp2hr1	Heart rate (Morning) time 1		First measurement of heart rate in morning	TREC		numeric	517	beats per minute (bpm)	514	66.4	10.1	64.0	44.0	100.0	3
CCSHS	bp2hr1	Heart rate (Morning) time 1		First measurement of heart rate in morning	Teenz		numeric		beats per minute (bpm)							
CCSHS	bpdias	Diastolic blood pressure (DBP) (mean of 6 measurements)		Blood pressure (BP) is collected six times, three measurements in the evening and three in the morning. This is the mean of the diastolic measurements at each time point.	Peds		numeric		millimeters of mercury (mmHg)							
CCSHS	bpdias	Diastolic blood pressure (DBP) (mean of 6 measurements)		Blood pressure (BP) is collected six times, three measurements in the evening and three in the morning. This is the mean of the diastolic measurements at each time point.	TREC		numeric	517	millimeters of mercury (mmHg)	517	64.5	8.3	63.7	39.0	90.7	
CCSHS	bpdias	Diastolic blood pressure (DBP) (mean of 6 measurements)		Blood pressure (BP) is collected six times, three measurements in the evening and three in the morning. This is the mean of the diastolic measurements at each time point.	Teenz		numeric		millimeters of mercury (mmHg)							
CCSHS	bphr	Heart Rate (mean of 6 measurements)		Blood pressure (BP) is collected six times, three measurements in the evening and three in the morning. This is the mean of the heart rate measurements at each time point.	Peds		numeric		beats per minute (bpm)							
CCSHS	bphr	Heart Rate (mean of 6 measurements)		Blood pressure (BP) is collected six times, three measurements in the evening and three in the morning. This is the mean of the heart rate measurements at each time point.	TREC		numeric	517	beats per minute (bpm)	517	67.5	8.8	66.7	47.7	101.0	
CCSHS	bphr	Heart Rate (mean of 6 measurements)		Blood pressure (BP) is collected six times, three measurements in the evening and three in the morning. This is the mean of the heart rate measurements at each time point.	Teenz		numeric		beats per minute (bpm)							
CCSHS	bpsys	Systolic blood pressure (SBP) (mean of 6 measurements)		Blood pressure (BP) is collected six times, three measurements in the evening and three in the morning. This is the mean of the systolic measurements at each time point.	Peds		numeric		millimeters of mercury (mmHg)							
CCSHS	bpsys	Systolic blood pressure (SBP) (mean of 6 measurements)		Blood pressure (BP) is collected six times, three measurements in the evening and three in the morning. This is the mean of the systolic measurements at each time point.	TREC		numeric	517	millimeters of mercury (mmHg)	517	115.2	9.5	114.8	90.3	159.7	
CCSHS	bpsys	Systolic blood pressure (SBP) (mean of 6 measurements)		Blood pressure (BP) is collected six times, three measurements in the evening and three in the morning. This is the mean of the systolic measurements at each time point.	Teenz		numeric		millimeters of mercury (mmHg)							
CCSHS	essscore	Total score for modified Epworth Sleepiness Scale (ESS)	Sleep Questionnaires/Hypersomnia/Epworth Sleepiness Scale (ESS)	The sum of items 1-8.	TREC		numeric			515	7.6	3.8	7	0	20	2
CCSHS	haz	Height z-score (from the Centers for Disease Control and Prevention (CDC)) for age, gender	Anthropometry	Age- and gender-specific height z-score based on the Centers for Disease Control and Prevention (CDC) norms	TREC		numeric			517	-0.03	1	-0.06	-2.9	4.4	
CCSHS	htcm	Height	Anthropometry		TREC		numeric		centimeters (cm)	517	169.3	9.5	169.5	144.3	205.7	
CCSHS	htpct	Height percentile (from the Centers for Disease Control and Prevention (CDC)) for age, gender	Anthropometry	Age- and gender-specific height z-score based on the Centers for Disease Control and Prevention (CDC) norms	TREC		numeric		percent (%)	517	49.1	29.6	47.8	0.2	100	
CCSHS	nsrr_age	Subject age	Harmonized/Demographics	Harmonized by the NSRR team to align with�TOPMed�and�BioDataCatalyst standards. Source:�age�at Visit 3	Peds		numeric	-	years	-	-	-	-	-	-	-
CCSHS	nsrr_age	Subject age	Harmonized/Demographics	Harmonized by the NSRR team to align with�TOPMed�and�BioDataCatalyst standards. Source:�age�at Visit 3	TREC		numeric	517	years	517	17.7	0.4	17.7	16.1	19.6	
CCSHS	nsrr_age	Subject age	Harmonized/Demographics	Harmonized by the NSRR team to align with�TOPMed�and�BioDataCatalyst standards. Source:�age�at Visit 3	Teenz		numeric	-	years	-	-	-	-	-	-	-
CCSHS	nsrr_ahi_hp3r_aasm15	Apnea-Hypopnea Index : (All apneas + hypopneas with >=30% nasal cannula [or alternative sensor] reduction and >= 3% oxygen desaturation or with arousal) / hour of sleep		Harmonized by the NSRR team.The definition for hypopneas is consistent with the following clinical guidelines: (1) American Academy of Sleep Medicine (AASM) 2007 Manual (2012 update) (recommended).Berry RB et al. 2012 (PubMed ID:23066376), and (2) American Academy of Sleep Medicine (AASM) 2015 (recommended) [Berry RB et al. The AASM Manual for the Scoring of Sleep and Associated Events: Rules, Terminology and Technical Specifications, Version 2.2. American Academy of Sleep Medicine, Darien, IL, 2015.]Refer to the source for detailed definition for respiratory events:ahi_a0h3aat Visit 3	Peds		numeric		number of events per hour							
CCSHS	nsrr_ahi_hp3r_aasm15	Apnea-Hypopnea Index : (All apneas + hypopneas with >=30% nasal cannula [or alternative sensor] reduction and >= 3% oxygen desaturation or with arousal) / hour of sleep		Harmonized by the NSRR team.The definition for hypopneas is consistent with the following clinical guidelines: (1) American Academy of Sleep Medicine (AASM) 2007 Manual (2012 update) (recommended).Berry RB et al. 2012 (PubMed ID:23066376), and (2) American Academy of Sleep Medicine (AASM) 2015 (recommended) [Berry RB et al. The AASM Manual for the Scoring of Sleep and Associated Events: Rules, Terminology and Technical Specifications, Version 2.2. American Academy of Sleep Medicine, Darien, IL, 2015.]Refer to the source for detailed definition for respiratory events:ahi_a0h3aat Visit 3	TREC		numeric	517	number of events per hour	515	1.8	5.1	0.8	0.0	101.5	2
