study_name	variable_name	variable_label	bdchm_class	CURIE	folder	description	domain	type
CFS	qupwf	qupwf			Quality of pleth wave formQuality of pleth wave form	Quality of pleth wave form	1:Signal good for < 25% of sleep time|2:Signal good for 25-49% of sleep time|3:Signal good for 50-74% of sleep time|4:Signal good for 75-94% of sleep time|5:Signal good for >=95% of sleep time	choices
CFS	qusnor	qusnor			PSG Quality Assessment: Signal Quality (snore)	PSG Quality Assessment: Signal Quality (snore)	1:Signal good for <25% of sleep time|2:Signal good for 25-49% of sleep time|3:Signal good for 50-74% of sleep time|4:Signal good for 75-94% of sleep time|5:Signal good for >95% of sleep time	choices
CFS	qusum	qusum			Quality of SUMQuality of SUM channel	Quality of SUM channel	1:Signal good for < 25% of sleep time|2:Signal good for 25-49% of sleep time|3:Signal good for 50-74% of sleep time|4:Signal good for 75-94% of sleep time|5:Signal good for >=95% of sleep time	choices
CFS	rdi0ou	rdi0ou			PSG Quality Assessment: RDI=0 realIf RDI = 0, scorer has verified that this value is real.	If RDI = 0, scorer has verified that this value is real.	0:No|1:Yes|8:Not applicable	choices
CFS	recafsle	recafsle			PSG Quality Assessment: Data Lost - Recording began after sleepData was lost at the beginning of sleep period because recording began after sleep onset.	Data was lost at the beginning of sleep period because recording began after sleep onset.	0:No|1:Yes|8:Not applicable	choices
CFS	recbeaw	recbeaw			PSG Quality Assessment: Data Lost - Recording ended before wakeData was lost at the end of sleep period because recording ended before wake.	Data was lost at the end of sleep period because recording ended before wake.	0:No|1:Yes|8:Not applicable	choices
CFS	remarunrel	remarunrel			PSG Quality Assessment: Arousals unreliable (REM)Due to signal problems, scorer was unable to reliably assess arousals in stage REM.  The scoring of arousals in stage REM was determined to be unreliable.	Due to signal problems, scorer was unable to reliably assess arousals in stage REM. The scoring of arousals in stage REM was determined to be unreliable.	0:No|1:Yes|8:Not applicable	choices
CFS	remnrempr	remnrempr			PSG Quality Assessment: REM/NREM Scoring unreliableScorer noted that there was a problem differentiating REM  and non-REM sleep.	Scorer noted that there was a problem differentiating REM and non-REM sleep.	0:No|1:Yes|8:Not applicable	choices
CFS	respevpr	respevpr			PSG Quality Assessment: Respiratory scoring problemsDue to signal problems, scorer noted that there was a problem scoring respiratory events.	Due to signal problems, scorer noted that there was a problem scoring respiratory events.	0:No|1:Yes	choices
CFS	slewake	slewake			PSG Quality Assessment: Sleep Wake ScoringStudy was scored sleep/wake rathen than with full sleep staging.  This assessment is made by the scorer if there is not sufficient quality on EEG leads to do full R&K scoring.  (0=no (full scoring); 1=yes (sleep/wake only))	Study was scored sleep/wake rathen than with full sleep staging. This assessment is made by the scorer if there is not sufficient quality on EEG leads to do full R&K scoring. (0=no (full scoring); 1=yes (sleep/wake only))	0:No|1:Yes	choices
CFS	stg1stg2pr	stg1stg2pr			PSG Quality Assessment: Stage1/Stage2 Scoring unreliableScorer noted that there was a problem differentiating stage 1 and stage 2 sleep.	Scorer noted that there was a problem differentiating stage 1 and stage 2 sleep.	0:No|1:Yes|8:Not applicable	choices
CFS	stg2stg3pr	stg2stg3pr			PSG Quality Assessment: Stage2/Stage3-4 Scoring unreliableScorer noted that there was a problem differentiating stage 2 and stage 3/4 sleep.	Scorer noted that there was a problem differentiating stage 2 and stage 3/4 sleep.	0:No|1:Yes|8:Not applicable	choices
CFS	testqual	testqual			Sleep Study: test quality	Sleep Study: test quality	0:Poor|1:Good	choices
CFS	unustgou	unustgou			PSG Quality Assessment: Unusual StagingScorer observed  unusual sleep staging.  This is noted when there is no sleep in any particular stage (eg. no REM).	Scorer observed unusual sleep staging. This is noted when there is no sleep in any particular stage (eg. no REM).	0:No|1:Yes|8:Not applicable	choices
CFS	wakslepr	wakslepr			PSG Quality Assessment: Wake/Sleep Scoring unreliableScorer noted that there was a problem differentiating stage wake from stage sleep.	Scorer noted that there was a problem differentiating stage wake from stage sleep.	0:No|1:Yes|8:Not applicable	choices
CFS	havepsg	havepsg	MeasurementObservation		Ever had an overnight sleep study in a hospital	Ever had an overnight sleep study in a hospital	0:No|1:Yes|-2:Don't know	choices
CFS	dysfn	dysfn			During which time of day do you function worst?	During which time of day do you function worst?	-2:Don't know|1:Morning|2:Afternoon|3:Evening|4:No worst time	choices
CFS	function	function			During which time of day do you function best?	During which time of day do you function best?	-2:Don't know|1:Morning|2:Afternoon|3:Evening|4:No best time	choices
CFS	going	going			During the past month, how long did it usually take you to 'get going' (become fully alert and functional) after your usual sleep time	During the past month, how long did it usually take you to 'get going' (become fully alert and functional) after your usual sleep time	1:Less than 5 minutes|2:5-15 minutes|3:15-30 minutes|4:More than 30 minutes|-2:Don't know	choices
CFS	actplay	actplay			How often do you fall asleep while active with friends?	How often do you fall asleep while active with friends?	0:Never|1:Rarely|2:Sometimes|3:Frequently|4:Always or almost always|-2:Don't know	choices
CFS	caffdrk	caffdrk			Over the last month, have you experienced: used coffee, tea, or other caffeine drinks to stay awake during your normal waking time	Over the last month, have you experienced: used coffee, tea, or other caffeine drinks to stay awake during your normal waking time	0:Never|1:Rarely|2:Sometimes|3:Frequently|4:Always or almost always|-2:Don't know	choices
CFS	concent	concent			Over the last month, have you experienced: sleepiness that interferes with your concentration	Over the last month, have you experienced: sleepiness that interferes with your concentration	0:Never|1:Rarely|2:Sometimes|3:Frequently|4:Always or almost always|-2:Don't know	choices
CFS	drvrslp	drvrslp			Have you ever fallen asleep while you were behind the wheel	Have you ever fallen asleep while you were behind the wheel	0:No|1:Yes|-2:Don't know	choices
CFS	eat	eat			How often fall asleep eating?	How often fall asleep eating?	0:Never|1:Rarely|2:Sometimes|3:Frequently|4:Always or almost always|-2:Don't know	choices
CFS	excslpdy	excslpdy			Over the last month, have you experienced: excessive (too much) sleepiness during the day	Over the last month, have you experienced: excessive (too much) sleepiness during the day	0:Never|1:Rarely|2:Sometimes|3:Frequently|4:Always or almost always|-2:Don't know	choices
CFS	nodvrslp	nodvrslp			Times fallen asleep driving	Times fallen asleep driving	1:Only once|2:2-5 times|3:6-20 times|4:21-100 times|5:More than 100 times|-2:Don't know	choices
CFS	offroad	offroad			Over the last month, have you experienced: had to pull off road while driving or almost had been in a car accident due to sleepiness	Over the last month, have you experienced: had to pull off road while driving or almost had been in a car accident due to sleepiness	0:Never|1:Rarely|2:Sometimes|3:Frequently|4:Always or almost always|-2:Don't know	choices
CFS	read	read			How often fall asleep reading or studying?	How often fall asleep reading or studying?	0:Never|1:Rarely|2:Sometimes|3:Frequently|4:Always or almost always|-2:Don't know	choices
CFS	slpcrash	slpcrash			Over the last month, have you experienced: almost had/been in a car accident because of sleepiness	Over the last month, have you experienced: almost had/been in a car accident because of sleepiness	0:Never|1:Rarely|2:Sometimes|3:Frequently|4:Always or almost always|-2:Don't know	choices
CFS	slpqst	slpqst			Subject dozed off while completing questionnaire	Subject dozed off while completing questionnaire	0:No|1:Yes	choices
CFS	talking	talking			During the past month, have you fallen asleep while talking face to face with someone	During the past month, have you fallen asleep while talking face to face with someone	0:No|1:Yes|-2:Don't know	choices
CFS	talkno	talkno			If yes, how many times have you fallen asleep while talking face-to-face with someone	If yes, how many times have you fallen asleep while talking face-to-face with someone	1:Only once|2:2-5 times|3:6-20 times|4:21-100 times|5:More than 100 times|-2:Don't know	choices
CFS	talkphon	talkphon			During the past month, have you fallen asleep while talking on the telephone	During the past month, have you fallen asleep while talking on the telephone	0:No|1:Yes|-2:Don't know	choices
CFS	tkphnno	tkphnno			If yes, how many times have you fell asleep while on phone	If yes, how many times have you fell asleep while on phone	1:Only once|2:2-5 times|3:6-20 times|4:21-100 times|5:More than 100 times|-2:Don't know	choices
CFS	toldslp	toldslp			Over the last month, have you experienced: were told by a relative or friend that you were too sleepy	Over the last month, have you experienced: were told by a relative or friend that you were too sleepy	0:Never|1:Rarely|2:Sometimes|3:Frequently|4:Always or almost always|-2:Don't know	choices
CFS	tv	tv			How often do you fall asleep while watching tv	How often do you fall asleep while watching tv	0:Never|1:Rarely|2:Sometimes|3:Frequently|4:Always or almost always|-2:Don't know	choices
CFS	workacc	workacc			Have you ever been involved in an accident at work that has required you to see a nurse or doctor?	Have you ever been involved in an accident at work that has required you to see a nurse or doctor?	0:No|1:Yes|-2:Don't know	choices
CFS	workslp	workslp			Have you ever fallen asleep on the job	Have you ever fallen asleep on the job	0:No|1:Yes|-2:Don't know	choices
CFS	essq1	essq1			Epworth Sleepiness Scale: Chance of dozing while sitting and readingItem from the Epworth Sleepiness ScaleJohns MW 1991 (PubMed ID: 1798888)Search for all ESS variables within this dataset	Item from the Epworth Sleepiness ScaleJohns MW 1991 (PubMed ID: 1798888)Search for all ESS variables within this dataset	0:Would never doze|1:Slight chance of dozing|2:Moderate chance of dozing|3:High chance of dozing	choices
CFS	essq2	essq2			Epworth Sleepiness Scale: Chance of dozing while watching TVItem from the Epworth Sleepiness ScaleJohns MW 1991 (PubMed ID: 1798888)Search for all ESS variables within this dataset	Item from the Epworth Sleepiness ScaleJohns MW 1991 (PubMed ID: 1798888)Search for all ESS variables within this dataset	0:Would never doze|1:Slight chance of dozing|2:Moderate chance of dozing|3:High chance of dozing	choices
CFS	essq3	essq3			Epworth Sleepiness Scale: Chance of dozing while sitting, inactive in a public placeItem from the Epworth Sleepiness ScaleJohns MW 1991 (PubMed ID: 1798888)Search for all ESS variables within this dataset	Item from the Epworth Sleepiness ScaleJohns MW 1991 (PubMed ID: 1798888)Search for all ESS variables within this dataset	0:Would never doze|1:Slight chance of dozing|2:Moderate chance of dozing|3:High chance of dozing	choices
CFS	essq4	essq4			Epworth Sleepiness Scale: Chance of dozing as a passenger in a car for an hour without a breakItem from the Epworth Sleepiness ScaleJohns MW 1991 (PubMed ID: 1798888)Search for all ESS variables within this dataset	Item from the Epworth Sleepiness ScaleJohns MW 1991 (PubMed ID: 1798888)Search for all ESS variables within this dataset	0:Would never doze|1:Slight chance of dozing|2:Moderate chance of dozing|3:High chance of dozing	choices
CFS	essq5	essq5			Epworth Sleepiness Scale: Chance of dozing while lying down in the afternoon when circumstances permitItem from the Epworth Sleepiness ScaleJohns MW 1991 (PubMed ID: 1798888)Search for all ESS variables within this dataset	Item from the Epworth Sleepiness ScaleJohns MW 1991 (PubMed ID: 1798888)Search for all ESS variables within this dataset	0:Would never doze|1:Slight chance of dozing|2:Moderate chance of dozing|3:High chance of dozing	choices
CFS	essq6	essq6			Epworth Sleepiness Scale: Chance of dozing while sitting and talking to someoneItem from the Epworth Sleepiness ScaleJohns MW 1991 (PubMed ID: 1798888)Search for all ESS variables within this dataset	Item from the Epworth Sleepiness ScaleJohns MW 1991 (PubMed ID: 1798888)Search for all ESS variables within this dataset	0:Would never doze|1:Slight chance of dozing|2:Moderate chance of dozing|3:High chance of dozing	choices
CFS	essq7	essq7			Epworth Sleepiness Scale: Chance of dozing while sitting quietly after lunch without alcoholItem from the Epworth Sleepiness ScaleJohns MW 1991 (PubMed ID: 1798888)Search for all ESS variables within this dataset	Item from the Epworth Sleepiness ScaleJohns MW 1991 (PubMed ID: 1798888)Search for all ESS variables within this dataset	0:Would never doze|1:Slight chance of dozing|2:Moderate chance of dozing|3:High chance of dozing	choices
CFS	essq8	essq8			Epworth Sleepiness Scale: Chance of dozing while in a car, while stopped for a few minutes in trafficItem from the Epworth Sleepiness ScaleJohns MW 1991 (PubMed ID: 1798888)Search for all ESS variables within this dataset	Item from the Epworth Sleepiness ScaleJohns MW 1991 (PubMed ID: 1798888)Search for all ESS variables within this dataset	0:Would never doze|1:Slight chance of dozing|2:Moderate chance of dozing|3:High chance of dozing	choices
CFS	legjerk	legjerk			During the last month, have you had, or have been told you do the following while asleep or trying to sleep: jumpy or jerky legs	During the last month, have you had, or have been told you do the following while asleep or trying to sleep: jumpy or jerky legs	0:Never|1:Rarely|2:Sometimes|3:Frequently|4:Always or almost always|-2:Don't know	choices
CFS	paralyze	paralyze			Over the last month, have you experienced: Awake feeling paralyzed, unable to move for short periods	Over the last month, have you experienced: Awake feeling paralyzed, unable to move for short periods	0:Never|1:Rarely|2:Sometimes|3:Frequently|4:Always or almost always|-2:Don't know	choices
CFS	diaapn	diaapn			Ever been diagnosed with sleep apnea	Ever been diagnosed with sleep apnea	0:No|1:Yes	choices
CFS	diaexslp	diaexslp			Excessive (too much) Sleepiness	Excessive (too much) Sleepiness	0:No|1:Yes|-2:Don't know	choices
CFS	dialegs	dialegs			Physician-diagnosed: Restless legs or PLMs	Physician-diagnosed: Restless legs or PLMs	0:No|1:Yes|-2:Don't know	choices
CFS	dianarc	dianarc			Physician-diagnosed: Narcolepsy	Physician-diagnosed: Narcolepsy	0:No|1:Yes|-2:Don't know	choices
CFS	diasnor	diasnor			Physician-diagnosed: Loud or disruptive snoring	Physician-diagnosed: Loud or disruptive snoring	0:No|1:Yes|-2:Don't know	choices
CFS	insodiag	insodiag			Physician-diagnosed: Insomnia	Physician-diagnosed: Insomnia	0:No|1:Yes|-2:Don't know	choices
CFS	slapndia	slapndia			Physician-diagnosed: Sleep apnea	Physician-diagnosed: Sleep apnea	0:No|1:Yes|-2:Don't know	choices
CFS	anysnore	anysnore	MeasurementObservation	OMOP:436962	Have you ever been told that you snore?	Have you ever been told that you snore?	0:No|1:Yes|-2:Don't know	choices
CFS	brstops	brstops			During the last month, have you had, or have been told you do the following while asleep or trying to sleep: stop breathing	During the last month, have you had, or have been told you do the following while asleep or trying to sleep: stop breathing	0:Never|1:Rarely|2:Sometimes|3:Frequently|4:Always or almost always|-2:Don't know	choices
CFS	choke	choke			During the last month, have you had, or have been told you do the following while asleep or trying to sleep: choke	During the last month, have you had, or have been told you do the following while asleep or trying to sleep: choke	0:Never|1:Rarely|2:Sometimes|3:Frequently|4:Always or almost always|-2:Don't know	choices
CFS	disbrth	disbrth			During the last month, have you had, or have been told you do the following while asleep or trying to sleep: breathing difficulty	During the last month, have you had, or have been told you do the following while asleep or trying to sleep: breathing difficulty	0:Never|1:Rarely|2:Sometimes|3:Frequently|4:Always or almost always|-2:Don't know	choices
CFS	distsnor	distsnor			Has your snoring ever been so loud that it has disturbed others?	Has your snoring ever been so loud that it has disturbed others?	0:No|1:Yes|-2:Don't know	choices
CFS	loudsnor	loudsnor			During the last month, have you had, or have been told you do the following while asleep or trying to sleep: snore	During the last month, have you had, or have been told you do the following while asleep or trying to sleep: snore	0:Never|1:Rarely|2:Sometimes|3:Frequently|4:Always or almost always|-2:Don't know	choices
CFS	mondist	mondist			Over the last month, has your snoring disturbed others?	Over the last month, has your snoring disturbed others?	0:No|1:Yes|-2:Don't know	choices
CFS	monsnor	monsnor			Over the last one month, snoring has usually been	Over the last one month, snoring has usually been	1:Only slightly louder than heaving breathing|2:About as loud as mumbling or talking|3:Louder than talking|4:Extremely loud - can be heard through a closed door|5:I haven't snored in the last month|-2:Don't know	choices
CFS	samesnor	samesnor			Over the last one month, when you have snored, snoring has sounded	Over the last one month, when you have snored, snoring has sounded	1:The same with each breath|2:Sometime loud, sometimes soft|3:I haven't snored in the last month|-2:Don't know	choices
CFS	snloudly	snloudly			Over the last month, have you experienced: loud Snoring - loud enough to wake others	Over the last month, have you experienced: loud Snoring - loud enough to wake others	0:Never|1:Rarely|2:Sometimes|3:Frequently|4:Always or almost always|-2:Don't know	choices
CFS	snort	snort			During the last month, have you had, or have been told you do the following while asleep or trying to sleep: snort or gasp	During the last month, have you had, or have been told you do the following while asleep or trying to sleep: snort or gasp	0:Never|1:Rarely|2:Sometimes|3:Frequently|4:Always or almost always|-2:Don't know	choices
CFS	struggle	struggle			During the last month, have you had, or have been told you do the following while asleep or trying to sleep: struggle for breath	During the last month, have you had, or have been told you do the following while asleep or trying to sleep: struggle for breath	0:Never|1:Rarely|2:Sometimes|3:Frequently|4:Always or almost always|-2:Don't know	choices
CFS	stuffnos	stuffnos			During the last month, have you had, or have been told you do the following while asleep or trying to sleep: stuffy nose	During the last month, have you had, or have been told you do the following while asleep or trying to sleep: stuffy nose	0:Never|1:Rarely|2:Sometimes|3:Frequently|4:Always or almost always|-2:Don't know	choices
CFS	timesnor	timesnor	MeasurementObservation		During the entire time you have snored, has your snoring usually been	During the entire time you have snored, has your snoring usually been	1:Only slightly louder than heaving breathing|2:About as loud as mumbling or talking|3:Louder than talking|4:Extremely loud - can be heard through a closed door|5:I haven't snored in the last month|-2:Don't know	choices
CFS	deprslp	deprslp			Over the last month, have you experienced: lying awake during your sleep time feeling worried, depressed, or sad	Over the last month, have you experienced: lying awake during your sleep time feeling worried, depressed, or sad	0:Never|1:Rarely|2:Sometimes|3:Frequently|4:Always or almost always|-2:Don't know	choices
CFS	diffslp	diffslp			Over the last month, have you experienced: difficulty falling asleep	Over the last month, have you experienced: difficulty falling asleep	0:Never|1:Rarely|2:Sometimes|3:Frequently|4:Always or almost always|-2:Don't know	choices
CFS	fatigue	fatigue			Over the last month, have you experienced: feeling tired or fatigued after you sleep	Over the last month, have you experienced: feeling tired or fatigued after you sleep	0:Never|1:Rarely|2:Sometimes|3:Frequently|4:Always or almost always|-2:Don't know	choices
CFS	freqawk	freqawk			Over the last month, have you experienced: frequent awakenings after falling asleep	Over the last month, have you experienced: frequent awakenings after falling asleep	0:Never|1:Rarely|2:Sometimes|3:Frequently|4:Always or almost always|-2:Don't know	choices
CFS	nightup	nightup			During the past month, how many times per night did you wake up	During the past month, how many times per night did you wake up	0:Never|1:1-2 times|2:3-5 times|3:More than 5 times	choices
CFS	slprest	slprest			Over the last month, have you experienced: no matter how much sleep you had, you didn't wake up feeling rested	Over the last month, have you experienced: no matter how much sleep you had, you didn't wake up feeling rested	0:Never|1:Rarely|2:Sometimes|3:Frequently|4:Always or almost always|-2:Don't know	choices
CFS	toss	toss			During the last month, have you had, or have been told you do the following while asleep or trying to sleep: toss, turn or thrash frequently over the night	During the last month, have you had, or have been told you do the following while asleep or trying to sleep: toss, turn or thrash frequently over the night	0:Never|1:Rarely|2:Sometimes|3:Frequently|4:Always or almost always|-2:Don't know	choices
CFS	upbath	upbath			Over the last month, have you experienced: needed to wake up from sleep to use the toilet 2 or more times	Over the last month, have you experienced: needed to wake up from sleep to use the toilet 2 or more times	0:Never|1:Rarely|2:Sometimes|3:Frequently|4:Always or almost always|-2:Don't know	choices
CFS	upreas	upreas			Reason for waking up at night	Reason for waking up at night		text
CFS	wkaccno	wkaccno			Frequency of involvement in accidents at work that required doctor	Frequency of involvement in accidents at work that required doctor	1:Only once|2:2-5 times|3:6-20 times|4:21-100 times|5:More than 100 times|-2:Don't know	choices
CFS	wkschool	wkschool			How often do you fall asleep at work or school?	How often do you fall asleep at work or school?	0:Never|1:Rarely|2:Sometimes|3:Frequently|4:Always or almost always|-2:Don't know	choices
CFS	factive	factive			Functional Outcomes of Sleep: Rate general level of activityItem from Functional Outcomes of Sleep Questionnaire.Weaver et. al, 1997 (Pubmed ID: 9415942)Search for all Functional Outcomes of Sleep variables within this datasetOriginal question:For Question 26 only, answer using the scale below. How would you rate your general level of activity? 1 = Very low; 2 = Low 3 = Medium 4 = High	Item from Functional Outcomes of Sleep Questionnaire.Weaver et. al, 1997 (Pubmed ID: 9415942)Search for all Functional Outcomes of Sleep variables within this datasetOriginal question:For Question 26 only, answer using the scale below. How would you rate your general level of activity? 1 = Very low; 2 = Low 3 = Medium 4 = High	1:Very low|2:Low|3:Medium|4:High	choices
CFS	farouse	farouse			Functional Outcomes of Sleep: Effect on ability to become sexually arousedItem from Functional Outcomes of Sleep Questionnaire.Weaver et. al, 1997 (Pubmed ID: 9415942)Search for all Functional Outcomes of Sleep variables within this datasetOriginal question:Has your ability to become sexually aroused been affected because you are sleepy or tired?	Item from Functional Outcomes of Sleep Questionnaire.Weaver et. al, 1997 (Pubmed ID: 9415942)Search for all Functional Outcomes of Sleep variables within this datasetOriginal question:Has your ability to become sexually aroused been affected because you are sleepy or tired?	0:I don't do this for other reasons|1:Yes, extreme difficulty|2:Yes, moderate difficulty|3:Yes, a little difficulty|4:No difficulty	choices
CFS	fcncern	fcncern			Functional Outcomes of Sleep: Difficulty concentratingItem from Functional Outcomes of Sleep Questionnaire.Weaver et. al, 1997 (Pubmed ID: 9415942)Search for all Functional Outcomes of Sleep variables within this datasetOriginal question:Do you generally have difficulty concentrating on the things you do because you are sleepy or tired?	Item from Functional Outcomes of Sleep Questionnaire.Weaver et. al, 1997 (Pubmed ID: 9415942)Search for all Functional Outcomes of Sleep variables within this datasetOriginal question:Do you generally have difficulty concentrating on the things you do because you are sleepy or tired?	0:I don't do this for other reasons|1:Yes, extreme difficulty|2:Yes, moderate difficulty|3:Yes, a little difficulty|4:No difficulty	choices
CFS	fconcrt	fconcrt			Functional Outcomes of Sleep: Difficulty enjoying a concertItem from Functional Outcomes of Sleep Questionnaire.Weaver et. al, 1997 (Pubmed ID: 9415942)Search for all Functional Outcomes of Sleep variables within this datasetOriginal question:Do you have difficulty enjoying a concert because you become sleepy or tired?	Item from Functional Outcomes of Sleep Questionnaire.Weaver et. al, 1997 (Pubmed ID: 9415942)Search for all Functional Outcomes of Sleep variables within this datasetOriginal question:Do you have difficulty enjoying a concert because you become sleepy or tired?	0:I don't do this for other reasons|1:Yes, extreme difficulty|2:Yes, moderate difficulty|3:Yes, a little difficulty|4:No difficulty	choices
CFS	fdesire	fdesire			Functional Outcomes of Sleep: Effect on desire for intimacy or sexItem from Functional Outcomes of Sleep Questionnaire.Weaver et. al, 1997 (Pubmed ID: 9415942)Search for all Functional Outcomes of Sleep variables within this datasetOriginal question:Has your desire for intimacy or sex been affected because you are sleepy or tired?	Item from Functional Outcomes of Sleep Questionnaire.Weaver et. al, 1997 (Pubmed ID: 9415942)Search for all Functional Outcomes of Sleep variables within this datasetOriginal question:Has your desire for intimacy or sex been affected because you are sleepy or tired?	0:I don't do this for other reasons|1:Yes, extreme difficulty|2:Yes, moderate difficulty|3:Yes, a little difficulty|4:No difficulty	choices
CFS	fevenng	fevenng			Functional Outcomes of Sleep: Difficulty being active in eveningItem from Functional Outcomes of Sleep Questionnaire.Weaver et. al, 1997 (Pubmed ID: 9415942)Search for all Functional Outcomes of Sleep variables within this datasetOriginal question:Do you have difficulty being as active as you want to be in the evening because you are sleepy or tired?	Item from Functional Outcomes of Sleep Questionnaire.Weaver et. al, 1997 (Pubmed ID: 9415942)Search for all Functional Outcomes of Sleep variables within this datasetOriginal question:Do you have difficulty being as active as you want to be in the evening because you are sleepy or tired?	0:I don't do this for other reasons|1:Yes, extreme difficulty|2:Yes, moderate difficulty|3:Yes, a little difficulty|4:No difficulty	choices
CFS	fexerci	fexerci			Functional Outcomes of Sleep: Difficulty exercisingItem from Functional Outcomes of Sleep Questionnaire.Weaver et. al, 1997 (Pubmed ID: 9415942)Search for all Functional Outcomes of Sleep variables within this datasetOriginal question:Do you have difficulty exercising or participating in a sport activity because you are too sleepy or tired?	Item from Functional Outcomes of Sleep Questionnaire.Weaver et. al, 1997 (Pubmed ID: 9415942)Search for all Functional Outcomes of Sleep variables within this datasetOriginal question:Do you have difficulty exercising or participating in a sport activity because you are too sleepy or tired?	0:I don't do this for other reasons|1:Yes, extreme difficulty|2:Yes, moderate difficulty|3:Yes, a little difficulty|4:No difficulty	choices
CFS	ffinace	ffinace			Functional Outcomes of Sleep: Difficulty with finances and paperworkItem from Functional Outcomes of Sleep Questionnaire.Weaver et. al, 1997 (Pubmed ID: 9415942)Search for all Functional Outcomes of Sleep variables within this datasetOriginal question:Do you have difficulty taking care of financial affairs and doing paperwork (for example: writing checks, paying bills, keeping financial records, filling out tax forms, etc.) because you are sleepy or tired?	Item from Functional Outcomes of Sleep Questionnaire.Weaver et. al, 1997 (Pubmed ID: 9415942)Search for all Functional Outcomes of Sleep variables within this datasetOriginal question:Do you have difficulty taking care of financial affairs and doing paperwork (for example: writing checks, paying bills, keeping financial records, filling out tax forms, etc.) because you are sleepy or tired?	0:I don't do this for other reasons|1:Yes, extreme difficulty|2:Yes, moderate difficulty|3:Yes, a little difficulty|4:No difficulty	choices
CFS	fgetdon	fgetdon			Functional Outcomes of Sleep: Difficulty getting things done (too tired to drive or take public transport)Item from Functional Outcomes of Sleep Questionnaire.Weaver et. al, 1997 (Pubmed ID: 9415942)Search for all Functional Outcomes of Sleep variables within this datasetOriginal question:Do you have difficulty getting things done because you are too sleepy or tired to drive or take public transportation?	Item from Functional Outcomes of Sleep Questionnaire.Weaver et. al, 1997 (Pubmed ID: 9415942)Search for all Functional Outcomes of Sleep variables within this datasetOriginal question:Do you have difficulty getting things done because you are too sleepy or tired to drive or take public transportation?	0:I don't do this for other reasons|1:Yes, extreme difficulty|2:Yes, moderate difficulty|3:Yes, a little difficulty|4:No difficulty	choices
CFS	fhelpng	fhelpng			Functional Outcomes of Sleep: Difficulty doing things with family or friendsItem from Functional Outcomes of Sleep Questionnaire.Weaver et. al, 1997 (Pubmed ID: 9415942)Search for all Functional Outcomes of Sleep variables within this datasetOriginal question:Do you have difficulty doing things for your family or friends because you are sleepy or tired?	Item from Functional Outcomes of Sleep Questionnaire.Weaver et. al, 1997 (Pubmed ID: 9415942)Search for all Functional Outcomes of Sleep variables within this datasetOriginal question:Do you have difficulty doing things for your family or friends because you are sleepy or tired?	0:I don't do this for other reasons|1:Yes, extreme difficulty|2:Yes, moderate difficulty|3:Yes, a little difficulty|4:No difficulty	choices
CFS	fhobby	fhobby			Functional Outcomes of Sleep: Difficulty with hobbiesItem from Functional Outcomes of Sleep Questionnaire.Weaver et. al, 1997 (Pubmed ID: 9415942)Search for all Functional Outcomes of Sleep variables within this datasetOriginal question:Do you have difficulty working on a hobby (for example: sewing, collecting, gardening) because you are sleepy or tired?	Item from Functional Outcomes of Sleep Questionnaire.Weaver et. al, 1997 (Pubmed ID: 9415942)Search for all Functional Outcomes of Sleep variables within this datasetOriginal question:Do you have difficulty working on a hobby (for example: sewing, collecting, gardening) because you are sleepy or tired?	0:I don't do this for other reasons|1:Yes, extreme difficulty|2:Yes, moderate difficulty|3:Yes, a little difficulty|4:No difficulty	choices
CFS	fhouse	fhouse			Functional Outcomes of Sleep: Difficulty with house workItem from Functional Outcomes of Sleep Questionnaire.Weaver et. al, 1997 (Pubmed ID: 9415942)Search for all Functional Outcomes of Sleep variables within this datasetOriginal question:Do you have difficulty doing work around the house (for example: cleaning house, doing laundry, taking out the trash, repair work) because you are sleepy or tired?	Item from Functional Outcomes of Sleep Questionnaire.Weaver et. al, 1997 (Pubmed ID: 9415942)Search for all Functional Outcomes of Sleep variables within this datasetOriginal question:Do you have difficulty doing work around the house (for example: cleaning house, doing laundry, taking out the trash, repair work) because you are sleepy or tired?	0:I don't do this for other reasons|1:Yes, extreme difficulty|2:Yes, moderate difficulty|3:Yes, a little difficulty|4:No difficulty	choices
CFS	fhvisit	fhvisit	Visit		Functional Outcomes of Sleep: Difficulty visiting family or friends in your homeItem from Functional Outcomes of Sleep Questionnaire.Weaver et. al, 1997 (Pubmed ID: 9415942)Search for all Functional Outcomes of Sleep variables within this datasetOriginal question:Do you have difficulty visiting with your family or friends in your home because you become sleepy or tired?	Item from Functional Outcomes of Sleep Questionnaire.Weaver et. al, 1997 (Pubmed ID: 9415942)Search for all Functional Outcomes of Sleep variables within this datasetOriginal question:Do you have difficulty visiting with your family or friends in your home because you become sleepy or tired?	0:I don't do this for other reasons|1:Yes, extreme difficulty|2:Yes, moderate difficulty|3:Yes, a little difficulty|4:No difficulty	choices
